NA,Model,VS+i-run10/10_26,4.00000,3.00000,4.00000,3.00000,3.00000,1.00000,1.00000,1.00000,4.00000,1.00000,1.00000,1.00000,1.00000,3.00000,1.00000,4.00000,4.00000,1.00000,4.00000,3.00000,4.00000,3.00000,2.00000,5.00000,2.00000,5.00000,4.00000,2.00000,2.00000,3.00000
NA,Model,VS+i-run10/10_27,4.00000,6.00000,5.00000,1.00000,1.00000,1.00000,4.00000,1.00000,3.00000,1.00000,4.00000,5.00000,5.00000,3.00000,4.00000,3.00000,1.00000,2.00000,4.00000,1.00000,5.00000,2.00000,4.00000,4.00000,1.00000,4.00000,1.00000,2.00000,2.00000,1.00000
NA,Model,VS+i-run10/10_28,1.00000,4.00000,5.00000,2.00000,4.00000,2.00000,1.00000,2.00000,2.00000,4.00000,1.00000,1.00000,1.00000,4.00000,4.00000,3.00000,5.00000,5.00000,1.00000,5.00000,4.00000,4.00000,1.00000,3.00000,4.00000,3.00000,1.00000,4.00000,5.00000,6.00000
NA,Model,VS+i-run10/10_29,5.00000,1.00000,6.00000,4.00000,1.00000,4.00000,4.00000,2.00000,5.00000,4.00000,4.00000,3.00000,4.00000,2.00000,5.00000,4.00000,1.00000,2.00000,3.00000,4.00000,1.00000,5.00000,1.00000,1.00000,1.00000,3.00000,1.00000,2.00000,4.00000,3.00000
NA,Model,VS+i-run10/10_3,1.00000,1.00000,2.00000,4.00000,2.00000,4.00000,4.00000,2.00000,1.00000,1.00000,5.00000,4.00000,4.00000,5.00000,1.00000,1.00000,4.00000,3.00000,5.00000,5.00000,3.00000,6.00000,1.00000,1.00000,3.00000,4.00000,4.00000,2.00000,1.00000,1.00000
NA,Model,VS+i-run10/10_30,4.00000,4.00000,5.00000,4.00000,5.00000,5.00000,4.00000,4.00000,2.00000,3.00000,4.00000,4.00000,3.00000,5.00000,1.00000,5.00000,5.00000,3.00000,3.00000,4.00000,3.00000,4.00000,4.00000,4.00000,4.00000,5.00000,4.00000,4.00000,2.00000,4.00000
NA,Model,VS+i-run10/10_4,3.00000,5.00000,2.00000,4.00000,2.00000,4.00000,1.00000,2.00000,5.00000,4.00000,4.00000,1.00000,1.00000,6.00000,1.00000,4.00000,1.00000,5.00000,3.00000,1.00000,1.00000,4.00000,2.00000,5.00000,4.00000,1.00000,1.00000,3.00000,4.00000,1.00000
NA,Model,VS+i-run10/10_5,1.00000,3.00000,1.00000,4.00000,4.00000,2.00000,4.00000,2.00000,2.00000,4.00000,1.00000,5.00000,5.00000,4.00000,1.00000,1.00000,6.00000,5.00000,3.00000,3.00000,4.00000,1.00000,4.00000,2.00000,1.00000,5.00000,1.00000,1.00000,4.00000,1.00000
NA,Model,VS+i-run10/10_6,5.00000,4.00000,1.00000,1.00000,2.00000,5.00000,4.00000,3.00000,3.00000,4.00000,2.00000,2.00000,4.00000,1.00000,4.00000,3.00000,1.00000,4.00000,4.00000,3.00000,1.00000,3.00000,6.00000,1.00000,4.00000,5.00000,4.00000,2.00000,5.00000,1.00000
NA,Model,VS+i-run10/10_7,1.00000,1.00000,4.00000,4.00000,3.00000,4.00000,5.00000,5.00000,4.00000,4.00000,4.00000,4.00000,2.00000,1.00000,5.00000,4.00000,1.00000,1.00000,2.00000,2.00000,5.00000,6.00000,1.00000,1.00000,3.00000,2.00000,3.00000,3.00000,4.00000,1.00000
NA,Model,VS+i-run10/10_8,4.00000,1.00000,1.00000,4.00000,3.00000,1.00000,2.00000,4.00000,5.00000,5.00000,3.00000,1.00000,1.00000,2.00000,3.00000,5.00000,2.00000,4.00000,4.00000,4.00000,1.00000,1.00000,4.00000,4.00000,5.00000,5.00000,4.00000,2.00000,1.00000,6.00000
NA,Model,VS+i-run10/10_9,4.00000,5.00000,6.00000,4.00000,1.00000,5.00000,3.00000,2.00000,3.00000,4.00000,1.00000,3.00000,2.00000,4.00000,1.00000,3.00000,4.00000,2.00000,4.00000,2.00000,1.00000,1.00000,5.00000,4.00000,1.00000,4.00000,4.00000,1.00000,1.00000,5.00000
NA,Model,VS+i-run11/11_1,4.00000,1.00000,1.00000,1.00000,1.00000,4.00000,1.00000,1.00000,2.00000,4.00000,5.00000,3.00000,1.00000,1.00000,5.00000,2.00000,1.00000,1.00000,1.00000,1.00000,4.00000,3.00000,3.00000,4.00000,1.00000,2.00000,1.00000,4.00000,2.00000,1.00000
NA,Model,VS+i-run11/11_10,3.00000,1.00000,2.00000,2.00000,1.00000,1.00000,4.00000,1.00000,2.00000,1.00000,1.00000,1.00000,1.00000,5.00000,3.00000,4.00000,4.00000,1.00000,5.00000,1.00000,2.00000,3.00000,4.00000,3.00000,4.00000,1.00000,4.00000,1.00000,3.00000,4.00000
NA,Model,VS+i-run11/11_11,1.00000,1.00000,3.00000,1.00000,1.00000,1.00000,2.00000,1.00000,1.00000,4.00000,4.00000,3.00000,5.00000,2.00000,5.00000,1.00000,4.00000,3.00000,4.00000,1.00000,1.00000,2.00000,2.00000,4.00000,4.00000,3.00000,1.00000,1.00000,4.00000,3.00000
NA,Model,VS+i-run11/11_12,4.00000,1.00000,5.00000,4.00000,3.00000,1.00000,2.00000,2.00000,1.00000,5.00000,1.00000,1.00000,1.00000,4.00000,3.00000,4.00000,1.00000,1.00000,4.00000,3.00000,2.00000,1.00000,2.00000,3.00000,1.00000,3.00000,1.00000,4.00000,1.00000,4.00000
NA,Model,VS+i-run11/11_13,4.00000,4.00000,4.00000,1.00000,1.00000,4.00000,4.00000,1.00000,4.00000,5.00000,5.00000,4.00000,2.00000,3.00000,4.00000,3.00000,5.00000,4.00000,2.00000,4.00000,5.00000,1.00000,4.00000,3.00000,4.00000,1.00000,3.00000,4.00000,4.00000,3.00000
NA,Model,VS+i-run11/11_14,4.00000,5.00000,1.00000,2.00000,3.00000,2.00000,4.00000,3.00000,1.00000,4.00000,3.00000,3.00000,1.00000,4.00000,5.00000,1.00000,1.00000,1.00000,1.00000,4.00000,1.00000,4.00000,4.00000,4.00000,5.00000,2.00000,1.00000,4.00000,4.00000,5.00000
NA,Model,VS+i-run11/11_15,1.00000,3.00000,2.00000,1.00000,1.00000,4.00000,5.00000,4.00000,1.00000,6.00000,5.00000,1.00000,5.00000,4.00000,5.00000,1.00000,4.00000,1.00000,1.00000,4.00000,4.00000,1.00000,4.00000,2.00000,2.00000,4.00000,2.00000,2.00000,2.00000,4.00000
NA,Model,VS+i-run11/11_16,4.00000,4.00000,6.00000,1.00000,4.00000,1.00000,4.00000,1.00000,4.00000,1.00000,4.00000,1.00000,3.00000,5.00000,4.00000,2.00000,4.00000,5.00000,1.00000,1.00000,4.00000,4.00000,2.00000,2.00000,5.00000,5.00000,2.00000,1.00000,3.00000,2.00000
NA,Model,VS+i-run11/11_17,3.00000,5.00000,4.00000,1.00000,1.00000,1.00000,1.00000,1.00000,2.00000,1.00000,2.00000,5.00000,5.00000,1.00000,4.00000,2.00000,1.00000,4.00000,1.00000,1.00000,4.00000,3.00000,3.00000,1.00000,1.00000,1.00000,4.00000,4.00000,4.00000,2.00000
NA,Model,VS+i-run11/11_18,4.00000,4.00000,3.00000,3.00000,1.00000,5.00000,4.00000,4.00000,2.00000,2.00000,4.00000,4.00000,4.00000,5.00000,4.00000,4.00000,3.00000,1.00000,1.00000,4.00000,5.00000,4.00000,1.00000,4.00000,3.00000,1.00000,4.00000,5.00000,4.00000,3.00000
NA,Model,VS+i-run11/11_19,4.00000,1.00000,5.00000,4.00000,1.00000,1.00000,5.00000,1.00000,3.00000,1.00000,1.00000,4.00000,1.00000,4.00000,3.00000,2.00000,1.00000,4.00000,1.00000,3.00000,2.00000,3.00000,2.00000,4.00000,4.00000,1.00000,2.00000,1.00000,3.00000,1.00000
NA,Model,VS+i-run11/11_2,2.00000,1.00000,1.00000,1.00000,1.00000,5.00000,3.00000,2.00000,3.00000,4.00000,1.00000,4.00000,1.00000,1.00000,1.00000,1.00000,5.00000,1.00000,1.00000,1.00000,1.00000,4.00000,2.00000,4.00000,4.00000,3.00000,4.00000,1.00000,2.00000,1.00000
NA,Model,VS+i-run11/11_20,6.00000,3.00000,4.00000,4.00000,4.00000,3.00000,4.00000,5.00000,4.00000,4.00000,3.00000,5.00000,4.00000,1.00000,4.00000,3.00000,3.00000,4.00000,4.00000,4.00000,4.00000,1.00000,4.00000,5.00000,2.00000,4.00000,1.00000,5.00000,1.00000,2.00000
